<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;;;11/09/18-открытие;11/09/18-закрытие;11/09/18-мин;11/09/18-макс;11/10/18-открытие;11/10/18-закрытие;11/10/18-мин;11/10/18-макс;13/11/18-открытие;13/11/18-закрытие;13/11/18-мин;13/11/18-макс;11/12/18-открытие;11/12/18-закрытие;11/12/18-мин;11/12/18-макс
SPFB,RTS-12,18;1;11,09,2018;12:46;103600;103600;103600;103600;5;;;103600;103600;103600;103600;111330;111300;111250;111340;110920;110900;110900;110980;112780;112750;112750;112800
SPFB,RTS-12,18;1;11,09,2018;12:47;103590;103590;103580;103580;3;;;103590;103580;103580;103590;111290;111240;111210;111290;110900;110990;110900;111030;112760;112750;112740;112770
SPFB,RTS-12,18;1;11,09,2018;12:49;103550;103570;103550;103570;5;;;103550;103570;103550;103570;111250;111390;111220;111390;110980;110980;110950;111000;112760;112750;112740;112770
SPFB,RTS-12,18;1;11,09,2018;12:50;103600;103620;103600;103620;2;;;103600;103620;103600;103620;111390;111320;111310;111390;110990;110960;110940;110990;112740;112720;112710;112780
SPFB,RTS-12,18;1;11,09,2018;12:51;103610;103620;103610;103610;12;;;103610;103610;103610;103620;111330;111320;111300;111350;110960;110830;110800;110960;112720;112680;112630;112730
SPFB,RTS-12,18;1;11,09,2018;12:52;103610;103610;103610;103610;1;;;103610;103610;103610;103610;111310;111300;111280;111340;110830;110750;110700;110850;112680;112660;112630;112690
SPFB,RTS-12,18;1;11,09,2018;12:54;103600;103600;103600;103600;1;;;103600;103600;103600;103600;111310;111290;111260;111330;110760;110800;110740;110810;112660;112670;112650;112710
SPFB,RTS-12,18;1;11,09,2018;12:56;103620;103640;103620;103640;5;;;103620;103640;103620;103640;111290;111270;111220;111290;110790;110860;110780;110930;112660;112670;112650;112690
SPFB,RTS-12,18;1;11,09,2018;12:58;103630;103630;103630;103630;1;;;103630;103630;103630;103630;111250;111360;111250;111370;110860;110800;110790;110880;112680;112640;112630;112680
SPFB,RTS-12,18;1;11,09,2018;12:59;103630;103630;103630;103630;1;;;103630;103630;103630;103630;111360;111320;111320;111420;110800;110740;110720;110810;112630;112720;112630;112720
SPFB,RTS-12,18;1;11,09,2018;13:00;103660;103660;103660;103660;1;;;103660;103660;103660;103660;111330;111340;111310;111350;110730;110650;110580;110750;112710;112670;112640;112710
SPFB,RTS-12,18;1;11,09,2018;13:02;103700;103700;103700;103700;19;;;103700;103700;103700;103700;111340;111190;111110;111350;110660;110670;110640;110680;112670;112690;112650;112710
SPFB,RTS-12,18;1;11,09,2018;13:04;103690;103690;103690;103690;1;;;103690;103690;103690;103690;111190;111230;111150;111260;110670;110660;110610;110680;112700;112680;112650;112700
SPFB,RTS-12,18;1;11,09,2018;13:05;103640;103640;103640;103640;3;;;103640;103640;103640;103640;111230;111240;111180;111240;110660;110610;110590;110660;112680;112720;112680;112730
SPFB,RTS-12,18;1;11,09,2018;13:06;103700;103860;103700;103860;25;;;103700;103860;103700;103860;111240;111180;111150;111240;110620;110640;110610;110670;112730;112710;112710;112760
SPFB,RTS-12,18;1;11,09,2018;13:07;103870;103900;103870;103900;4;;;103870;103900;103870;103900;111180;111270;111180;111310;110630;110650;110600;110670;112720;112740;112690;112740
SPFB,RTS-12,18;1;11,09,2018;13:08;103950;103950;103900;103900;3;;;103950;103900;103900;103950;111280;111330;111270;111360;110650;110600;110600;110660;112750;112710;112680;112750
SPFB,RTS-12,18;1;11,09,2018;13:09;103920;103920;103920;103920;2;;;103920;103920;103920;103920;111320;111330;111300;111360;110600;110520;110510;110630;112710;112700;112680;112730
SPFB,RTS-12,18;1;11,09,2018;13:11;103930;103930;103930;103930;1;;;103930;103930;103930;103930;111320;111330;111270;111340;110520;110490;110490;110570;112690;112730;112680;112750
SPFB,RTS-12,18;1;11,09,2018;13:12;103880;103880;103880;103880;4;;;103880;103880;103880;103880;111340;111290;111270;111340;110500;110440;110430;110510;112740;112750;112740;112810
SPFB,RTS-12,18;1;11,09,2018;13:13;103880;103900;103880;103900;7;;;103880;103900;103880;103900;111280;111380;111270;111390;110440;110280;110230;110460;112750;112810;112750;112830
SPFB,RTS-12,18;1;11,09,2018;13:15;103860;103860;103860;103860;2;;;103860;103860;103860;103860;111380;111360;111340;111420;110290;110360;110270;110370;112810;112790;112780;112840
SPFB,RTS-12,18;1;11,09,2018;13:16;103860;103860;103860;103860;1;;;103860;103860;103860;103860;111360;111390;111350;111410;110370;110400;110340;110400;112780;112800;112770;112840
SPFB,RTS-12,18;1;11,09,2018;13:18;103910;103930;103910;103930;13;;;103910;103930;103910;103930;111400;111520;111400;111600;110400;110370;110370;110420;112790;112770;112740;112810
SPFB,RTS-12,18;1;11,09,2018;13:19;103920;103930;103920;103930;12;;;103920;103930;103920;103930;111520;111560;111520;111590;110370;110330;110330;110450;112780;112740;112730;112790
SPFB,RTS-12,18;1;11,09,2018;13:20;103900;103900;103900;103900;2;;;103900;103900;103900;103900;111570;111450;111440;111570;110330;110300;110280;110360;112740;112670;112640;112740
SPFB,RTS-12,18;1;11,09,2018;13:21;103960;103970;103880;103880;20;;;103960;103880;103880;103970;111460;111470;111440;111500;110300;110320;110270;110340;112650;112610;112610;112660
SPFB,RTS-12,18;1;11,09,2018;13:22;103900;103900;103900;103900;1;;;103900;103900;103900;103900;111480;111400;111390;111500;110330;110340;110320;110360;112620;112650;112600;112660
SPFB,RTS-12,18;1;11,09,2018;13:25;103900;103900;103900;103900;1;;;103900;103900;103900;103900;111400;111480;111380;111490;110330;110400;110330;110430;112660;112640;112630;112660
SPFB,RTS-12,18;1;11,09,2018;13:30;103870;103870;103860;103860;36;;;103870;103860;103860;103870;111460;111520;111420;111540;110390;110380;110340;110410;112640;112660;112630;112690
SPFB,RTS-12,18;1;11,09,2018;13:32;103860;103860;103830;103830;12;;;103860;103830;103830;103860;111510;111600;111500;111650;110380;110360;110330;110400;112670;112680;112650;112690
SPFB,RTS-12,18;1;11,09,2018;13:34;103820;103850;103820;103850;2;;;103820;103850;103820;103850;111600;111450;111450;111620;110350;110410;110350;110420;112670;112700;112670;112710
SPFB,RTS-12,18;1;11,09,2018;13:35;103860;103860;103860;103860;1;;;103860;103860;103860;103860;111470;111530;111410;111530;110410;110420;110360;110430;112690;112690;112670;112700
SPFB,RTS-12,18;1;11,09,2018;13:37;103840;103840;103840;103840;2;;;103840;103840;103840;103840;111530;111650;111510;111660;110420;110430;110370;110430;112680;112800;112680;112830
SPFB,RTS-12,18;1;11,09,2018;13:42;103830;103830;103830;103830;1;;;103830;103830;103830;103830;111640;111650;111590;111670;110430;110390;110350;110430;112790;112930;112790;112970
SPFB,RTS-12,18;1;11,09,2018;13:44;103860;103860;103860;103860;1;;;103860;103860;103860;103860;111650;111570;111530;111670;110390;110490;110360;110490;112930;112930;112920;113100
SPFB,RTS-12,18;1;11,09,2018;13:46;103830;103830;103820;103820;2;;;103830;103820;103820;103830;111550;111530;111500;111580;110490;110570;110490;110660;112940;113050;112940;113070
SPFB,RTS-12,18;1;11,09,2018;13:50;103750;103750;103750;103750;1;;;103750;103750;103750;103750;111550;111490;111470;111570;110580;110510;110510;110600;113060;113000;113000;113080
SPFB,RTS-12,18;1;11,09,2018;13:53;103730;103730;103730;103730;2;;;103730;103730;103730;103730;111490;111510;111470;111540;110520;110500;110500;110550;113010;113170;113000;113180
SPFB,RTS-12,18;1;11,09,2018;13:54;103770;103790;103770;103790;2;;;103770;103790;103770;103790;111500;111500;111490;111520;110500;110480;110470;110500;113150;113110;113080;113180
SPFB,RTS-12,18;1;11,09,2018;13:58;103780;103800;103780;103800;5;;;103780;103800;103780;103800;111510;111480;111440;111530;110470;110470;110450;110500;113120;113100;113080;113140
SPFB,RTS-12,18;1;11,09,2018;14:00;103840;103840;103840;103840;6;;;103840;103840;103840;103840;111480;111490;111470;111500;110470;110510;110440;110520;113100;113120;113070;113160
SPFB,RTS-12,18;1;11,09,2018;14:06;103780;103780;103780;103780;1;;;103780;103780;103780;103780;111470;111460;111420;111480;110520;110440;110440;110540;113130;113200;113110;113200
SPFB,RTS-12,18;1;11,09,2018;14:08;103810;103810;103810;103810;3;;;103810;103810;103810;103810;111460;111460;111460;111500;110440;110440;110430;110530;113200;113180;113150;113230
SPFB,RTS-12,18;1;11,09,2018;14:09;103800;103800;103800;103800;1;;;103800;103800;103800;103800;111460;111520;111460;111560;110450;110460;110430;110470;113190;113140;113120;113190
SPFB,RTS-12,18;1;11,09,2018;14:10;103780;103780;103780;103780;2;;;103780;103780;103780;103780;111520;111450;111430;111530;110460;110340;110330;110490;113160;113110;113110;113170
SPFB,RTS-12,18;1;11,09,2018;14:11;103750;103750;103750;103750;2;;;103750;103750;103750;103750;111470;111470;111440;111500;110340;110280;110250;110360;113110;113130;113080;113140
SPFB,RTS-12,18;1;11,09,2018;14:12;103730;103730;103730;103730;2;;;103730;103730;103730;103730;111470;111450;111400;111480;110270;110370;110270;110420;113140;113170;113130;113180
SPFB,RTS-12,18;1;11,09,2018;14:15;103740;103810;103740;103800;16;;;103740;103800;103740;103810;111440;111400;111380;111460;110370;110380;110350;110390;113180;113170;113160;113200
SPFB,RTS-12,18;1;11,09,2018;14:16;103830;103830;103830;103830;2;;;103830;103830;103830;103830;111400;111420;111400;111450;110380;110390;110370;110400;113180;113150;113140;113190
SPFB,RTS-12,18;1;11,09,2018;14:17;103790;103790;103790;103790;2;;;103790;103790;103790;103790;111420;111400;111380;111440;110390;110300;110290;110400;113140;113140;113120;113160
SPFB,RTS-12,18;1;11,09,2018;14:18;103700;103700;103690;103690;2;;;103700;103690;103690;103700;111410;111370;111310;111410;110300;110260;110160;110400;113150;113150;113130;113160
SPFB,RTS-12,18;1;11,09,2018;14:20;103650;103740;103650;103740;8;;;103650;103740;103650;103740;111370;111430;111330;111440;110280;110300;110240;110350;113150;113160;113130;113180
SPFB,RTS-12,18;1;11,09,2018;14:21;103690;103700;103690;103690;9;;;103690;103690;103690;103700;111420;111370;111350;111430;110290;110340;110270;110350;113160;113170;113150;113200
SPFB,RTS-12,18;1;11,09,2018;14:22;103620;103650;103590;103650;29;;;103620;103650;103590;103650;111380;111320;111320;111390;110350;110470;110320;110510;113180;113210;113150;113270
SPFB,RTS-12,18;1;11,09,2018;14:23;103700;103700;103700;103700;1;;;103700;103700;103700;103700;111330;111350;111290;111380;110490;110590;110480;110610;113220;113210;113170;113230
SPFB,RTS-12,18;1;11,09,2018;14:24;103690;103690;103650;103650;9;;;103690;103650;103650;103690;111370;111390;111330;111400;110590;110540;110520;110600;113210;113190;113190;113230
SPFB,RTS-12,18;1;11,09,2018;14:25;103680;103680;103660;103660;11;;;103680;103660;103660;103680;111400;111420;111360;111420;110550;110560;110520;110590;113200;113220;113190;113220
SPFB,RTS-12,18;1;11,09,2018;14:26;103660;103660;103660;103660;3;;;103660;103660;103660;103660;111420;111480;111400;111480;110550;110540;110530;110580;113210;113190;113160;113220
SPFB,RTS-12,18;1;11,09,2018;14:27;103630;103630;103630;103630;1;;;103630;103630;103630;103630;111460;111410;111380;111490;110560;110570;110540;110580;113180;113170;113150;113190
SPFB,RTS-12,18;1;11,09,2018;14:29;103580;103580;103390;103410;149;;;103580;103410;103390;103580;111410;111370;111360;111430;110570;110510;110440;110580;113170;113160;113150;113190
SPFB,RTS-12,18;1;11,09,2018;14:30;103430;103440;103410;103430;9;;;103430;103430;103410;103440;111360;111340;111320;111390;110500;110520;110490;110540;113160;113210;113160;113220
SPFB,RTS-12,18;1;11,09,2018;14:31;103420;103420;103420;103420;4;;;103420;103420;103420;103420;111350;111370;111320;111390;110530;110480;110470;110530;113210;113160;113160;113210
SPFB,RTS-12,18;1;11,09,2018;14:33;103430;103440;103400;103440;7;;;103430;103440;103400;103440;111370;111370;111340;111400;110480;110490;110470;110530;113170;113180;113170;113190
SPFB,RTS-12,18;1;11,09,2018;14:34;103440;103440;103440;103440;5;;;103440;103440;103440;103440;111370;111360;111330;111380;110500;110440;110420;110520;113180;113190;113180;113200
SPFB,RTS-12,18;1;11,09,2018;14:35;103400;103400;103400;103400;1;;;103400;103400;103400;103400;111350;111310;111290;111380;110430;110380;110360;110440;113200;113200;113170;113210
SPFB,RTS-12,18;1;11,09,2018;14:36;103390;103430;103390;103390;6;;;103390;103390;103390;103430;111310;111380;111300;111390;110380;110410;110380;110440;113200;113210;113190;113230
SPFB,RTS-12,18;1;11,09,2018;14:37;103400;103420;103390;103420;3;;;103400;103420;103390;103420;111370;111350;111320;111370;110400;110420;110380;110480;113210;113180;113170;113210
SPFB,RTS-12,18;1;11,09,2018;14:39;103370;103380;103370;103380;2;;;103370;103380;103370;103380;111330;111320;111320;111370;110410;110380;110330;110420;113180;113160;113150;113190
SPFB,RTS-12,18;1;11,09,2018;14:42;103420;103420;103380;103380;10;;;103420;103380;103380;103420;111320;111340;111300;111350;110370;110550;110370;110550;113160;113170;113150;113180
SPFB,RTS-12,18;1;11,09,2018;14:43;103330;103350;103310;103350;22;;;103330;103350;103310;103350;111330;111310;111290;111350;110540;110530;110480;110550;113180;113130;113120;113190
SPFB,RTS-12,18;1;11,09,2018;14:44;103370;103370;103290;103300;14;;;103370;103300;103290;103370;111320;111330;111290;111340;110540;110540;110520;110590;113130;113130;113120;113160
SPFB,RTS-12,18;1;11,09,2018;14:45;103280;103280;103280;103280;1;;;103280;103280;103280;103280;111330;111270;111260;111330;110530;110470;110460;110580;113140;113160;113140;113180
SPFB,RTS-12,18;1;11,09,2018;14:46;103250;103260;103240;103260;35;;;103250;103260;103240;103260;111280;111210;111190;111280;110490;110480;110440;110500;113160;113150;113140;113170
SPFB,RTS-12,18;1;11,09,2018;14:47;103280;103300;103280;103300;4;;;103280;103300;103280;103300;111200;111200;111170;111220;110500;110460;110450;110500;113150;113170;113140;113180
SPFB,RTS-12,18;1;11,09,2018;14:48;103300;103300;103300;103300;1;;;103300;103300;103300;103300;111200;111170;111160;111240;110480;110470;110450;110520;113160;113130;113130;113170
SPFB,RTS-12,18;1;11,09,2018;14:49;103340;103340;103340;103340;1;;;103340;103340;103340;103340;111180;111200;111140;111210;110470;110500;110460;110500;113130;113190;113130;113190
SPFB,RTS-12,18;1;11,09,2018;14:50;103320;103330;103320;103330;15;;;103320;103330;103320;103330;111210;111210;111190;111230;110490;110550;110450;110570;113180;113180;113170;113190
SPFB,RTS-12,18;1;11,09,2018;14:51;103380;103380;103380;103380;1;;;103380;103380;103380;103380;111210;111320;111210;111340;110570;110560;110550;110630;113170;113180;113170;113200
SPFB,RTS-12,18;1;11,09,2018;14:52;103370;103370;103370;103370;1;;;103370;103370;103370;103370;111330;111380;111320;111440;110560;110660;110550;110720;113180;113270;113170;113270
SPFB,RTS-12,18;1;11,09,2018;14:54;103350;103350;103330;103330;13;;;103350;103330;103330;103350;111380;111410;111370;111420;110650;110710;110650;110720;113270;113230;113220;113320
SPFB,RTS-12,18;1;11,09,2018;14:55;103390;103390;103390;103390;3;;;103390;103390;103390;103390;111410;111490;111410;111500;110720;110660;110630;110720;113230;113200;113180;113230
SPFB,RTS-12,18;1;11,09,2018;14:56;103400;103400;103350;103350;3;;;103400;103350;103350;103400;111490;111420;111410;111500;110660;110640;110610;110670;113210;113180;113160;113210
SPFB,RTS-12,18;1;11,09,2018;14:57;103350;103350;103350;103350;1;;;103350;103350;103350;103350;111420;111440;111420;111490;110630;110630;110620;110670;113170;113170;113160;113190
SPFB,RTS-12,18;1;11,09,2018;14:58;103370;103380;103370;103380;6;;;103370;103380;103370;103380;111450;111490;111420;111500;110620;110660;110610;110660;113170;113180;113140;113180
SPFB,RTS-12,18;1;11,09,2018;14:59;103360;103360;103360;103360;1;;;103360;103360;103360;103360;111490;111460;111450;111510;110640;110600;110580;110660;113170;113180;113150;113190
SPFB,RTS-12,18;1;11,09,2018;15:02;103320;103350;103310;103350;20;;;103320;103350;103310;103350;111480;111510;111480;111520;110600;110630;110600;110660;113170;113180;113170;113190
SPFB,RTS-12,18;1;11,09,2018;15:03;103350;103350;103350;103350;1;;;103350;103350;103350;103350;111510;111470;111470;111510;110640;110640;110620;110650;113180;113200;113170;113230
SPFB,RTS-12,18;1;11,09,2018;15:04;103310;103310;103270;103270;4;;;103310;103270;103270;103310;111480;111400;111400;111480;110640;110640;110620;110660;113200;113180;113170;113200
SPFB,RTS-12,18;1;11,09,2018;15:05;103250;103270;103240;103270;6;;;103250;103270;103240;103270;111420;111400;111380;111450;110640;110700;110640;110720;113190;113160;113130;113200
SPFB,RTS-12,18;1;11,09,2018;15:06;103220;103230;103160;103190;32;;;103220;103190;103160;103230;111410;111570;111400;111610;110690;110830;110680;110850;113180;113220;113170;113250
SPFB,RTS-12,18;1;11,09,2018;15:07;103150;103160;103040;103060;53;;;103150;103060;103040;103160;111580;111570;111530;111600;110850;110940;110850;111000;113210;113220;113210;113260
SPFB,RTS-12,18;1;11,09,2018;15:08;103070;103160;103070;103120;34;;;103070;103120;103070;103160;111590;111690;111570;111700;110940;110840;110840;110940;113220;113230;113190;113240
SPFB,RTS-12,18;1;11,09,2018;15:09;103140;103170;103140;103140;6;;;103140;103140;103140;103170;111700;111650;111640;111730;110850;110860;110820;110890;113240;113200;113200;113240
SPFB,RTS-12,18;1;11,09,2018;15:10;103140;103180;103130;103170;15;;;103140;103170;103130;103180;111650;111730;111650;111760;110860;110790;110780;110870;113200;113200;113180;113220
SPFB,RTS-12,18;1;11,09,2018;15:11;103160;103160;103080;103130;9;;;103160;103130;103080;103160;111720;111630;111600;111760;110790;110750;110720;110840;113190;113130;113120;113200
SPFB,RTS-12,18;1;11,09,2018;15:12;103130;103150;103130;103140;9;;;103130;103140;103130;103150;111620;111680;111620;111680;110740;110770;110730;110790;113140;113130;113130;113150
SPFB,RTS-12,18;1;11,09,2018;15:15;103180;103190;103140;103140;13;;;103180;103140;103140;103190;111680;111710;111630;111710;110790;110730;110700;110800;113140;113150;113140;113180
SPFB,RTS-12,18;1;11,09,2018;15:16;103190;103220;103190;103220;7;;;103190;103220;103190;103220;111690;111680;111640;111710;110730;110750;110700;110780;113150;113140;113140;113160
